Master_ID,Master_Category,Product_Name,Grams,Price_Per_Grams,Selling_Price,Stock,Supplier,Variation_Name_Lazada,Product_ID_Lazada,SKU_ID_Lazada,Key_Lazada,Quantity_Lazada,Product_ID_Shopee,Variation_ID_Shopee,Variation_Name_Shopee,Product_ID_Tiktok,SKU_ID_Tiktok,Variation_Name_Tiktok,Category_Tiktok,Quantity_Tiktok
,Ring,Pawnable 18K Saudi Gold Watch Strap Ring,0.80 - 0.85,9000,9562,,GS,6,15505845215,133199528829,3ae591f6d1e8f63e49f4d8e15117a1de,,49511184948,310974237270,6,1735780640754271274,1735780676027909162,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Watch Strap Ring,0.80 - 0.90,9000,10125,,GS,7,15505845215,133199528830,e3c0bd5e167220fcba1604954c92f406,,49511184948,310974237271,7,1735780640754271274,1735780676027974698,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Watch Strap Ring,0.80 - 0.90,9000,10125,,GS,8,15505845215,133199528831,a3578b657e923813ceb1662e11002cd7,,49511184948,310974237272,8,1735780640754271274,1735780676028040234,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.40 - 1.60,9000,18000,,FG,4,15505894195,133198920701,1d1801120d3162d4aa511cc2b347bcff,,46061187757,310973434485,4,1735778498322203690,1735778626933785642,4,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.40 - 1.60,9000,18000,,FG,5,15505894195,133198920703,fffa3f54e701ff0a73f3d3dd32627bfe,,46061187757,310973434487,5,1735778498322203690,1735778626933916714,5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.40 - 1.60,9000,18000,,FG,4.5,15505894195,133198920702,2ab36035a6be3245b48a7456c7d1f253,,46061187757,310973434486,4.5,1735778498322203690,1735778626933851178,4.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.80 - 2.10,9000,23625,,FG,10,15505894195,133198920713,9ce0f59c573e0d81fbafd8b31d3bbaa0,,46061187757,310973434497,10,1735778498322203690,1735778626934572074,10,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.70 - 2.00,9000,22500,,FG,9.5,15505894195,133198920712,2640c56db8f32ea16094a77aca2a7f27,,46061187757,310973434496,9.5,1735778498322203690,1735778626934506538,9.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.80 - 2.10,9000,23625,,FG,11,15505894195,133198920715,6aa9ebbfba1665315fb23063b6ea2cea,,46061187757,310973434499,11,1735778498322203690,1735778626934703146,11,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.80 - 2.10,9000,23625,,FG,10.5,15505894195,133198920714,6c34cd6e1bc9f3ff2c541882c0d6a2b5,,46061187757,310973434498,10.5,1735778498322203690,1735778626934637610,10.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.90 - 2.20,9000,24750,,FG,12,15505894195,133198920717,e6c0065f336f0ff73d748033270f1ebe,,46061187757,310973434501,12,1735778498322203690,1735778626934834218,12,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.80 - 2.10,9000,23625,,FG,11.5,15505894195,133198920716,253053d6921ae18cf0dc3fad014315da,,46061187757,310973434500,11.5,1735778498322203690,1735778626934768682,11.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.90 - 2.20,9000,24750,,FG,13,15505894195,133198920719,d768b4c9a89a2c12618c41f634dc7bbf,,46061187757,310973434503,13,1735778498322203690,1735778626934965290,13,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.90 - 2.20,9000,24750,,FG,12.5,15505894195,133198920718,317f448e1f876f561dad76726076db47,,46061187757,310973434502,12.5,1735778498322203690,1735778626934899754,12.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.50 - 1.80,9000,20250,,FG,6,15505894195,133198920705,82b6ddc78e8bcb0e8a5af4347f8064b5,,46061187757,310973434489,6,1735778498322203690,1735778626934047786,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.40 - 1.60,9000,18000,,FG,5.5,15505894195,133198920704,6b932e68cbb0030df7995fb792c6eb41,,46061187757,310973434488,5.5,1735778498322203690,1735778626933982250,5.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.50 - 1.80,9000,20250,,FG,7,15505894195,133198920707,140332012987f4bb312dcc54c5a2f46d,,46061187757,310973434491,7,1735778498322203690,1735778626934178858,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.50 - 1.80,9000,20250,,FG,6.5,15505894195,133198920706,4fab88eafda2cb1cb210113c23ffa255,,46061187757,310973434490,6.5,1735778498322203690,1735778626934113322,6.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.70 - 2.00,9000,22500,,FG,8,15505894195,133198920709,f02109e32291ab27ee5afe757ecf3176,,46061187757,310973434493,8,1735778498322203690,1735778626934309930,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.50 - 1.80,9000,20250,,FG,7.5,15505894195,133198920708,32ce9fb52d16facd81cff3f03973826a,,46061187757,310973434492,7.5,1735778498322203690,1735778626934244394,7.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.70 - 2.00,9000,22500,,FG,9,15505894195,133198920711,4b8c920c9137018ac2dc55e562eed568,,46061187757,310973434495,9,1735778498322203690,1735778626934441002,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wide Plain Wedding Ring,1.70 - 2.00,9000,22500,,FG,8.5,15505894195,133198920710,f6916e21e956dbb74ea2a73dcf261a05,,46061187757,310973434494,8.5,1735778498322203690,1735778626934375466,8.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Poker King Ring,2.40 - 2.75,9000,30937,,GS,10,15506737484,133196107932,b601c9c9fbe74a77942b92c11b4c8d53,,57611247322,440979832941,10,1735797204990395434,1735797242465190954,10,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Poker King Ring,2.40 - 2.75,9000,30937,,GS,11,15506737484,133196107933,0883ce6533c671eb6625f2f3415064a6,,57611247322,440979832942,11,1735797204990395434,1735797278219535402,11,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Poker King Ring,2.40 - 2.75,9000,30937,,GS,8,15506737484,133196107930,d4290b0b7fdfdae0add17ee7cc193b8c,,57611247322,440979832939,8,1735797204990395434,1735797242465059882,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Poker King Ring,2.40 - 2.75,9000,30937,,GS,9,15506737484,133196107931,201e92d157f18c8a6f82eb21cbbc4cc3,,57611247322,440979832940,9,1735797204990395434,1735797242465125418,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wealth Ring,2.00 - 2.30,9000,25875,,GS,11,15506746722,133204926518,f93e4c038a80d1c983a14f116058fb33,,50811247498,320979867804,11,1735797364235666474,1735797367834182698,11,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wealth Ring,2.00 - 2.30,9000,25875,,GS,9,15506746722,133204926516,086f048bac42a54c77ceb02f91eb4799,,50811247498,320979867802,9,1735797364235666474,1735797367834051626,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wealth Ring,2.00 - 2.30,9000,25875,,GS,10,15506746722,133204926517,ae61c20cb0694d6278bc7b79c3df0c2f,,50811247498,320979867803,10,1735797364235666474,1735797367834117162,10,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wealth Ring,2.00 - 2.30,9000,25875,,GS,7,15506746722,133204926514,9cf2d68d0739c63e6e8df6cd12040cf7,,50811247498,320979867800,7,1735797364235666474,1735797367833920554,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Wealth Ring,2.00 - 2.30,9000,25875,,GS,8,15506746722,133204926515,bb7ef097e6edaa00fb75ece4baf349c7,,50811247498,320979867801,8,1735797364235666474,1735797367833986090,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold King Ring,1.90 - 2.10,9000,23625,,GS,10,15506820560,133204880554,43ecd913e14b544c7390f23e47fd9137,,44231897597,431094916974,10,,,,,
,Ring,Pawnable 18K Saudi Gold King Ring,1.90 - 2.10,9000,23625,,GS,11,15506820560,133204880555,b6274e547d71d3247cebb65f4e1b534e,,44231897597,431094916975,11,,,,,
,Ring,Pawnable 18K Saudi Gold King Ring,1.90 - 2.10,9000,23625,,GS,8,15506820560,133204880552,a1e40068bb73f07047fb2443dbaa4203,,44231897597,431094916972,8,,,,,
,Ring,Pawnable 18K Saudi Gold King Ring,1.90 - 2.10,9000,23625,,GS,9,15506820560,133204880553,5bccccde991a1a78838ed087c9decc88,,44231897597,431094916973,9,,,,,
,Ring,Pawnable 18K Saudi Gold King Ring,1.90 - 2.10,9000,23625,,GS,7,15506820560,133204880551,cda32eebec4d1991c288d3a397bb964e,,44231897597,431094916971,7,,,,,
,Ring,Pawnable 18K Saudi Gold Anchor Ring,1.65 - 2.00,9000,22500,,GS,11,15506836567,133205062020,4acde95df3f54b3aac3f9c447725a392,,57461242641,380979885536,11,1735797441324483626,1735797444132701226,11,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Anchor Ring,1.65 - 2.00,9000,22500,,GS,8,15506836567,133205062017,50a004ce9c9568648f3aa28f8b0ccf29,,57461242641,380979885533,8,1735797441324483626,1735797444132504618,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Anchor Ring,1.65 - 2.00,9000,22500,,GS,9,15506836567,133205062018,5e0f46827d958eabafeaeec914f7174b,,57461242641,380979885534,9,1735797441324483626,1735797444132570154,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Anchor Ring,1.65 - 2.00,9000,22500,,GS,10,15506836567,133205062019,3b35e4bcd5a4614815b3597c6d709cef,,57461242641,380979885535,10,1735797441324483626,1735797444132635690,10,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Cutting Chain Ring,0.90 - 1.15,9000,12937,,GS,9,15506953722,133209020583,aa299fd642a738669253041b0374bf0b,,55111323222,400986124884,9,1735820460348310570,1735820528756360234,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Cutting Chain Ring,0.90 - 1.15,9000,12937,,GS,8,15506953722,133209020582,f0394cab347115bea4a9b5bda51e4eba,,55111323222,400986124883,8,1735820460348310570,1735820528756294698,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Cutting Chain Ring,0.90 - 1.15,9000,12937,,GS,7,15506953722,133209020581,c8c792488fb0e65329874c045bc17d1c,,55111323222,400986124882,7,1735820460348310570,1735820528756229162,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Cutting Chain Ring,0.90 - 1.15,9000,12937,,GS,6,15506953722,133209020580,8505de3eddbf72b8220357c96d0f2f90,,55111323222,400986124881,6,1735820460348310570,1735820528756163626,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Net Teardrop Ring,0.90 - 1.00,9000,11250,,GS,7,15507002669,133206068376,4ac2388e620e2f7acef84b096b2d9c8b,,56261272678,360981700015,7,1735802571970806826,1735802574636549162,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Net Teardrop Ring,1.00 - 1.10,9000,12375,,GS,8,15507002669,133206068377,c8dd7d272d2bdb5d0718468421cd474b,,56261272678,360981700016,8,1735802571970806826,1735802574636614698,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Net Teardrop Ring,1.00 - 1.10,9000,12375,,GS,9,15507002669,133206068378,3e0656158d8db7efdaacd647dcbd6ee4,,56261272678,360981700017,9,1735802571970806826,1735802574636680234,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Net Teardrop Ring,0.90 - 1.00,9000,11250,,GS,5,15507002669,133206068374,fbea42915d82237c6704b2347f4a8af9,,56261272678,360981700013,5,1735802571970806826,1735802574636418090,5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Net Teardrop Ring,0.90 - 1.00,9000,11250,,GS,6,15507002669,133206068375,dc0ba6442534092e50e0c6a566eda6b9,,56261272678,360981700014,6,1735802571970806826,1735802574636483626,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Tiger Ring,0.95 - 1.05,9000,11812,,GS,7,15507598737,133207832873,7f99df8a476beb05020312bcf4a42ae2,,46161330428,425983858116,7,1735811751862371370,1735811754957505578,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Tiger Ring,0.95 - 1.05,9000,11812,,GS,6,15507598737,133207832872,b2b3b56226f16605cfe6648897ef757f,,46161330428,425983858115,6,1735811751862371370,1735811754957440042,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Tiger Ring,0.95 - 1.05,9000,11812,,GS,9,15507598737,133207832875,84db74a43c94211b52d6fd701f005bd0,,46161330428,425983858118,9,1735811751862371370,1735811754957636650,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Tiger Ring,0.95 - 1.05,9000,11812,,GS,8,15507598737,133207832874,de8ba03d4d04a1e304b4c4163c86173a,,46161330428,425983858117,8,1735811751862371370,1735811754957571114,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Swirl Ring,0.75 - 0.90,9000,10125,,GS,6,15507850515,133199389110,0a5ef7d0030973bba606df2e13533ae1,,50961304453,415984666877,6,1735814811041039402,1735814859032921130,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Swirl Ring,0.75 - 0.90,9000,10125,,GS,7,15507850515,133199389111,da175cee59e46c185be21663d32e75f1,,50961304453,415984666878,7,1735814811041039402,1735814859032986666,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Swirl Ring,0.75 - 0.90,9000,10125,,GS,8,15507850515,133199389112,ae7c03fb1bebc2086bad28fa7fc3b814,,50961304453,415984666879,8,1735814811041039402,1735814859033052202,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Big Cutting Stripes Ring,1.25 - 1.35,9000,15187,,GS,9,15507893092,133208074454,d1127ffbaf02a404e342b3f737249946,,43981267955,395984526935,9,1735814246440404010,1735814339939107882,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Big Cutting Stripes Ring,1.25 - 1.35,9000,15187,,GS,7,15507893092,133208074452,2e34a2babfb4165e57dc3c1611e7c28a,,43981267955,395984526933,7,1735814246440404010,1735814339938976810,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Big Cutting Stripes Ring,1.25 - 1.35,9000,15187,,GS,8,15507893092,133208074453,f0cc41e40c46478ccc6f879c5868a6fa,,43981267955,395984526934,8,1735814246440404010,1735814339939042346,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Big Cutting Money Ring,1.05 - 1.20,9000,13500,,GS,8,15508007766,133208522071,086372ccc78c9f4896cb80d6b033634b,,47361350820,315986036777,8,1735817560888345642,1735817384783610922,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Big Cutting Money Ring,1.05 - 1.20,9000,13500,,GS,7,15508007766,133208522070,b1c591e718336ed2c902d98127d651ce,,47361350820,310986036838,7,1735817560888345642,1735817384783545386,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Big Cutting Money Ring,1.05 - 1.20,9000,13500,,GS,9,15508007766,133208522072,e197617b65ce41177c4d24636d3da75e,,47361350820,315986036778,9,1735817560888345642,1735817384783676458,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Thimble Ring,1.00 - 1.20,9000,13500,,GS,9,15508022100,133199143706,607f81e61fc21f487272fa4c50593579,,46211327945,224696109329,9,1735814841457935402,1735814834057151530,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Thimble Ring,1.00 - 1.20,9000,13500,,GS,7,15508022100,133199143704,1c7ccc59ccd85810cb19679c57e55d1a,,46211327945,224696109327,7,1735814841457935402,1735814834057020458,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Thimble Ring,1.00 - 1.20,9000,13500,,GS,8,15508022100,133199143705,eff75fefcdbf2d0e99a1e961fc602c3f,,46211327945,224696109328,8,1735814841457935402,1735814834057085994,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Bubble Ring,0.65 - 0.75,9000,8437,,GS,8,15508027711,133199601939,4efeeea6c7771079d0e6a5163b2cc386,,55061317430,302654569609,8,1735817760353322026,1735817668181132330,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Bubble Ring,0.65 - 0.75,9000,8437,,GS,7,15508027711,133199601938,72144eb29324f9bd499c1bad60e4a1b1,,55061317430,400985519482,7,1735817760353322026,1735817668181066794,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Bubble Ring,0.65 - 0.75,9000,8437,,GS,6,15508027711,133199601937,16c912519a71892b24e034bdf8fd9811,,55061317430,400985519481,6,1735817760353322026,1735817668181001258,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Bubble Ring,0.65 - 0.75,9000,8437,,GS,5,15508027711,133199601936,8c5b0b4d9b571b65422d876b66c31418,,55061317430,400985519480,5,1735817760353322026,1735817668180935722,5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Twirl Leaf Ring,1.15 - 1.25,9000,14062,,GS,8,15508113248,133199549920,108af094a6f6a709cab0789a653e5b3d,,44661346066,297654555041,8,1735817622970795050,1735817542284510250,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Twirl Leaf Ring,1.15 - 1.25,9000,14062,,GS,9,15508113248,133199549921,4ceff8891debaf5ad27662ff0bebf7af,,44661346066,297654555042,9,1735817622970795050,1735817542284575786,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Twirl Leaf Ring,1.15 - 1.25,9000,14062,,GS,7,15508113248,133199549919,12c818b18c99e9a0d83d78d957f695fd,,44661346066,297654555040,7,1735817622970795050,1735817542284444714,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Leaf Ring,1.00 - 1.10,9000,12375,,GS,9,15508157198,133199611994,7837b52b70347582d9612ddab6085db0,,46861346163,277654572684,9,1735817659986117674,1735817755069350954,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Leaf Ring,1.00 - 1.10,9000,12375,,GS,8,15508157198,133199611993,911b5c6aed2553352a9d70fcb1541672,,46861346163,277654572683,8,1735817659986117674,1735817755069285418,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Leaf Ring,1.00 - 1.10,9000,12375,,GS,7,15508157198,133199611992,3bd31e629ea61f572095e59ecde69cb8,,46861346163,277654572682,7,1735817659986117674,1735817755069219882,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Leaf Ring,1.00 - 1.10,9000,12375,,GS,6,15508157198,133199611991,b983d5e03bff7ae4582a400cfd77a977,,46861346163,277654572681,6,1735817659986117674,1735817724245541930,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Stripes Teardrop Ring,0.80 - 0.90,9000,10125,,GS,8,15508168465,133208490247,490765b23be0e011e471c34d08a53993,,56111317366,390985496269,8,1735817672043889706,1735817653079737386,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Stripes Teardrop Ring,0.70 - 0.85,9000,9562,,GS,7,15508168465,133208490246,985c25333c2e12af9205a4ea1a676908,,56111317366,390985496268,7,1735817672043889706,1735817653079671850,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Stripes Teardrop Ring,0.70 - 0.85,9000,9562,,GS,6,15508168465,133208490245,4afd34d929491516098753ce4cc94b69,,56111317366,390985496267,6,1735817672043889706,1735817653079606314,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Stripes Teardrop Ring,0.80 - 0.90,9000,10125,,GS,9,15508168465,133208490248,77d8a0a175f0a01c5c1b4549436f85a1,,56111317366,390985496270,9,1735817672043889706,1735817653079802922,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Border Chain Ring,1.10 - 1.20,9000,13500,,GS,7,15508290007,133208390795,ae5828075e56730a88ff078ad255f500,,50311325899,385985467713,7,1735817630882563114,1735817633312703530,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Border Chain Ring,1.10 - 1.20,9000,13500,,GS,9,15508290007,133208390797,6789a0702736c21b08b98e96d5ad2c5f,,50311325899,385985467715,9,1735817630882563114,1735817633312834602,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Border Chain Ring,1.10 - 1.20,9000,13500,,GS,8,15508290007,133208390796,a17148359a6bbb1bdbc9180410f2da98,,50311325899,385985467714,8,1735817630882563114,1735817633312769066,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Slim Arowana Ring,0.85 - 1.10,9000,12375,,GS,6,15508647939,133210306868,0ffb5e8fcf0087e5a63cd50ae1cda49b,,50111348212,315988318793,6,1735828112015000618,1735828103671743530,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Slim Arowana Ring,1.10 - 1.15,9000,12937,,GS,7,15508647939,133210306869,30a99e18ef9b852a41a6462b2eff99b2,,50111348212,315988318794,7,1735828112015000618,1735828103671809066,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Slim Arowana Ring,1.10 - 1.15,9000,12937,,GS,8,15508647939,133210306870,c33839256b37c47590cfaddaf8dc790d,,50111348212,315988318795,8,1735828112015000618,1735828103671874602,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Slim Arowana Ring,0.85 - 1.10,9000,12375,,GS,5,15508647939,133210306867,9e372422dc2049909e2df0ea24ffd44a,,50111348212,315988318792,5,1735828112015000618,1735828103671677994,5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Stacking Ring,0.30 - 0.40,9000,4500,,GS,6.5,15508900720,133210646486,b835515f89d8735229181b545150c508,,46711385539,277656291399,6.5,1735830974054302762,1735831010099102762,6.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Stacking Ring,0.30 - 0.40,9000,4500,,GS,7.5,15508900720,133210646487,f9a45c75a528897f0d21d14341367698,,46711385539,277656291400,7.5,1735830974054302762,1735831010099168298,7.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Stacking Ring,0.30 - 0.35,9000,3937,,GS,4.5,15508900720,133210646484,495a2fa88e7acc227b1c94283b6f772c,,46711385539,277656291397,4.5,1735830974054302762,1735831010098971690,4.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Stacking Ring,0.30 - 0.35,9000,3937,,GS,5.5,15508900720,133210646485,5a761813d2fd9c1011a82c4933194d40,,46711385539,277656291398,5.5,1735830974054302762,1735831010099037226,5.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Cutting Stacking Ring,0.35 - 0.40,9000,4500,,GS,8.5,15508900720,133210646488,37cd4ef3f8d4548e9db38d3ef837b241,,46711385539,277656291401,8.5,1735830974054302762,1735831010099233834,8.5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Double Crown Ring,1.10 - 1.40,9000,15750,,GS,9,15508905514,133201793657,a7ef13c49ef200f87071138c6fb10be5,,44481292133,287656113390,9,1735829874428838954,1735829875269141546,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Double Crown Ring,1.10 - 1.40,9000,15750,,GS,8,15508905514,133201793656,57c3a02614fa4486670defc8c8d674db,,44481292133,287656113389,8,1735829874428838954,1735829875269076010,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Double Crown Ring,1.10 - 1.40,9000,15750,,GS,7,15508905514,133201793655,48ca6048c1c8d27a651dd1ebec90b8bd,,44481292133,287656113388,7,1735829874428838954,1735829875269010474,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Double Crown Ring,1.10 - 1.40,9000,15750,,GS,6,15508905514,133201793654,4dc3e9359b11ac812e8333deeac6d392,,44481292133,287656113387,6,1735829874428838954,1735829875268944938,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Feather Ring,1.00 - 1.20,9000,13500,,GS,6,15508905587,133210510990,760a9948e399c35afdf3232264d4031f,,47704018117,410379387576,6,1735830762516022314,1735830767944631338,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Feather Ring,1.00 - 1.20,9000,13500,,GS,7,15508905587,133210510991,09d63857d1d2a07edc8ab09482116c63,,47704018117,410379387577,7,1735830762516022314,1735830767944696874,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Feather Ring,1.20 - 1.30,9000,14625,,GS,8,15508905587,133210510992,43e332b7e4aa3c891aa9cee335d957d2,,47704018117,410379387578,8,1735830762516022314,1735830767944762410,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Full Feather Ring,1.20 - 1.30,9000,14625,,GS,9,15508905587,133210510993,48e606b986b3f134131d63d8ba2dd606,,47704018117,410379387579,9,1735830762516022314,1735830767944827946,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Double Heart Ring,0.25 - 0.35,9000,3937,,GS,8,15508987371,133210626471,9a6c496a6e9aa9c20639028752809780,,45611380539,445988419513,8,1735830822076187690,1735830816001721386,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Double Heart Ring,0.25 - 0.35,9000,3937,,GS,7,15508987371,133210626470,51d01d8004c9b13bb07a5e726e6170e2,,45611380539,445988419512,7,1735830822076187690,1735830816001655850,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Double Heart Ring,0.25 - 0.35,9000,3937,,GS,6,15508987371,133210626469,36eff814761d9df6e9d9cf957d73d63c,,45611380539,445988419511,6,1735830822076187690,1735830816001590314,6,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Mini Double Heart Ring,0.25 - 0.35,9000,3937,,GS,5,15508987371,133210626468,187cdaa3048730f9d216af2f67c829a7,,45611380539,445988419510,5,1735830822076187690,1735830825501164586,5,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Triple Twist Croissant Dome Ring,0.85 - 0.90,9000,10125,,GS,9,15508987374,133201927243,578ba50a9b47d01f6f2f2fd0bd0a4753,,46811374274,405988429507,9,1735830880588432426,1735830897981883434,9,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Triple Twist Croissant Dome Ring,0.85 - 0.90,9000,10125,,GS,8,15508987374,133201927242,474cd6f1ecc4f2c7b7b3ea7177c0979e,,46811374274,405988429506,8,1735830880588432426,1735830897981817898,8,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Triple Twist Croissant Dome Ring,0.85 - 0.90,9000,10125,,GS,7,15508987374,133201927241,931d39d277f2d76324e1ae5c0a2dc9ca,,46811374274,405988429505,7,1735830880588432426,1735830897981752362,7,Gold Rings (956552),5
,Ring,Pawnable 18K Saudi Gold Triple Twist Croissant Dome Ring,0.80 - 0.85,9000,9562,,GS,6,15508987374,133201927240,4e277f93b3f5996f71b6e5469f8ab244,,46811374274,405988429504,6,1735830880588432426,1735830897981686826,6,Gold Rings (956552),5
